Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,loudness,liveness,valence,tempo,track_genre,popularity_level,duration_min,duration_sec,minutes,seconds,duration_mmss,energy_level
17570,3fRsh1JrJH0Mq2U7bIvVDz,Powernerd,Destroy to Create,Dark Triads,42,194641,False,0.43,0.909,-7.091,0.32,0.135,102.007,club,Medium,3.2440166666666665,194,3,14,3:14,High
77401,5vMVoATz4nfaWVxKJeLv7U,Sorriso Maroto,Riscos e Certezas,"Tá Bom, Aham",46,175746,False,0.74,0.812,-5.962,0.0823,0.951,168.126,pagode,Medium,2.9291,175,2,55,2:55,High
82478,4wQdNXWC9oXoVVoJRMMCdH,Mott The Hoople,The Best Of,Roll Away the Stone,25,186786,False,0.553,0.948,-5.63,0.812,0.746,125.267,power-pop,Low,3.1131,186,3,6,3:06,High
106139,5jSV49gFlnc8FgpvjOCcM4,Rasmus Hagen;Ebba Bergendahl,Love & Hurt,Someone Just Like You,54,196235,False,0.657,0.582,-5.762,0.215,0.291,169.971,swedish,Medium,3.270583333333333,196,3,16,3:16,Medium
112170,4DA5sNDdnpku4K6URoi0Ku,Birsen Tezer,Saklasam Kendimi,Saklasam Kendimi,43,300967,False,0.319,0.622,-5.918,0.224,0.379,149.301,turkish,Medium,5.016116666666667,300,5,0,5:00,Medium
23265,4cMBFU3ZjlbscquikM8sM7,Deep Chills;Not Famous,Backfire,Backfire,37,184800,False,0.806,0.491,-7.053,0.189,0.847,100.001,deep-house,Low,3.08,184,3,4,3:04,Medium
27977,4QNxCbsv4o7y4pb1okB0Om,Camo & Krooked,SSX,Heat,16,212013,False,0.319,0.868,-7.217,0.197,0.0986,174.968,drum-and-bass,Low,3.53355,212,3,32,3:32,High
10457,1PjBog09mQ1adK3yiEVnNW,Noisia;16 Bit,Split the Atom (Special Edition),Machine Gun - 16 Bit Remix,33,360020,False,0.374,0.885,-6.797,0.108,0.305,104.968,breakbeat,Low,6.000333333333334,360,6,0,6:00,High
85780,6SHxM9QMWJIN3uY3XupE3W,PXNDX,La Revancha Del Principe Charro,Claro Que No,35,179813,False,0.405,0.908,-3.629,0.14,0.336,145.753,punk-rock,Low,2.9968833333333333,179,2,59,2:59,High
12012,7uo5PgFlHaRpdigxdzP0i7,my little airport,SABINA之淚,宋代SAD BOY,41,173911,False,0.566,0.413,-13.556,0.0951,0.523,129.999,cantopop,Medium,2.8985166666666666,173,2,53,2:53,Medium
23874,5o459PfDdkvptrq8lAGerD,Michael Calfan;Gabrielle Aplin,Imagining (feat. Gabrielle Aplin),Imagining (feat. Gabrielle Aplin),49,174193,False,0.678,0.668,-6.706,0.53,0.391,124.015,deep-house,Medium,2.903216666666667,174,2,54,2:54,Medium
86659,4SBTogXwTxT4Okzrej5PtW,Çilekeş,Y.O.K.,Yetmiyor,40,276080,False,0.472,0.749,-6.537,0.153,0.107,141.986,punk,Low,4.601333333333334,276,4,36,4:36,High
4797,7wP9WrSAnNgJqS48KRPyWs,Dustin O'Halloran,Like Crazy (Original Motion Picture Score),Departures n1,25,115640,False,0.436,0.0949,-18.795,0.0994,0.0338,160.164,ambient,Low,1.9273333333333333,115,1,55,1:55,Low
81614,0zhGFpuiYroEopRgqD04F5,Sam Smith,TickTok Back To School 2022,I'm Not The Only One,1,239426,False,0.684,0.487,-5.887,0.0821,0.456,81.997,pop,Low,3.9904333333333333,239,3,59,3:59,Medium
47345,2zSTvC7IA8EiD4cvo4VdVr,Chico Science;Nação Zumbi,Da Lama Ao Caos,A Cidade,45,286666,False,0.734,0.824,-9.932,0.0606,0.911,95.534,hard-rock,Medium,4.7777666666666665,286,4,46,4:46,High
84314,62zuXt6X5B6YQOBNFV2eXG,Pink Floyd,The Wall,The Thin Ice,56,146321,False,0.406,0.128,-16.983,0.656,0.191,110.272,psych-rock,Medium,2.4386833333333335,146,2,26,2:26,Low
20515,41cDKFuTigPfBWyLYQKMsO,Burna Boy,New Arrivals,Last Last,0,172342,False,0.795,0.565,-4.457,0.0802,0.55,87.925,dance,Low,2.8723666666666667,172,2,52,2:52,Medium
78638,06PwA8LlDEmffZF1foX66r,Rick Arena,Ballermann Party Hits Megamix 2022.2,"Keine Termine, leicht einen sitzen",0,175614,False,0.624,0.956,-3.55,0.52,0.698,145.022,party,Low,2.9269,175,2,55,2:55,High
8385,7fJCh476dJ84H0WzUeOjXE,Solomon Burke,Perfect Christmas Hits,Presents for Christmas,0,193493,False,0.594,0.815,-9.223,0.324,0.54,114.316,blues,Low,3.2248833333333335,193,3,13,3:13,High
36557,380vyl9xb7um0l5qIYyWeC,Luca;Joel Stewart,Overflow (feat. Joel Stewart),Overflow - feat. Joel Stewart,53,142105,False,0.603,0.421,-10.646,0.0757,0.242,114.093,french,Medium,2.3684166666666666,142,2,22,2:22,Medium
88853,4BxzNZpcm1j3JczZzGNe2k,Don Omar;Tego Calderón,The Fast And The Furious: Tokyo Drift (Original Motion Picture Soundtrack),Bandoleros,70,305280,False,0.662,0.896,-5.311,0.186,0.79,90.622,reggae,Medium,5.088,305,5,5,5:05,High
55392,0Pe6XBhleBHeyuE23ZHETQ,Kritiman Mishra;Arijit Singh;Shreya Ghoshal;Javed-Mohsin,Pal (Lofi Flip),Pal - Lofi Flip,51,263200,False,0.616,0.6,-7.662,0.176,0.23,119.944,indian,Medium,4.386666666666667,263,4,23,4:23,Medium
76561,1AdVqxJNhspyfmIswUrzlC,Lara Fabian,Love By Grace,Love by Grace,21,248493,False,0.418,0.377,-8.771,0.0928,0.193,137.485,opera,Low,4.14155,248,4,8,4:08,Low
21780,0Ne5BxmfLXFVHCLnImpsrr,Nervz;Navaz,Street College,Chappa Fi True,26,237176,False,0.834,0.442,-7.749,0.0714,0.722,113.478,dancehall,Low,3.952933333333333,237,3,57,3:57,Medium
25700,4QcDkuGQx9824a6X9BZF4e,Martin Solveig;Ina Wroldsen,Places,Places,62,202745,False,0.728,0.854,-3.86,0.149,0.62,121.995,disco,Medium,3.3790833333333334,202,3,22,3:22,High
54705,5X6ng9tpM3U2VWccbdZWld,Datassette,Zetex,K-Cloche,9,156141,False,0.903,0.198,-16.365,0.109,0.269,113.886,idm,Low,2.60235,156,2,36,2:36,Low
19626,0WIeJxgsLtiUGqoSxB9Bht,Devin Dawson,Cozy Country,All on Me,0,224626,False,0.634,0.666,-5.489,0.216,0.625,80.989,country,Low,3.7437666666666667,224,3,44,3:44,Medium
90208,0Tjdbd83LEAWrA0atsXMDJ,The Everly Brothers,Best Of The Everly Brothers - Rare Solo Classics,Let It Be Me,58,146733,False,0.471,0.19,-16.046,0.129,0.305,72.764,rock-n-roll,Medium,2.44555,146,2,26,2:26,Low
86587,5taYc1q2cpXe2xUuZAVAr7,Real Friends,Alternative Christmas 2022,I Had A Heart,0,157746,False,0.608,0.851,-6.181,0.12,0.409,129.997,punk,Low,2.6291,157,2,37,2:37,High
66770,2bfY3JVp0JQjjTsCg36Mur,Chicken Dance Party,Chicken Dance Party,The Hampster Dance,8,209709,False,0.727,0.823,-9.605,0.199,0.889,136.019,kids,Low,3.49515,209,3,29,3:29,High
38823,7I5ASCk6ke8zNQufjp9C0V,Sad Park,It's All Over,Nothing Ever,26,220314,False,0.531,0.96,-6.42,0.0766,0.377,98.982,garage,Low,3.6719,220,3,40,3:40,High
40695,2STTSlcz0aDMKU4VPj1V8E,Eli Soares,360 Graus,Deus Não É Culpado,39,296002,False,0.315,0.406,-10.503,0.149,0.199,85.58,gospel,Low,4.933366666666666,296,4,56,4:56,Medium
2677,3yz60wsJlg630mjAfU4qIv,Steve Earle,Good Times Country,Go Amanda,0,214720,False,0.326,0.716,-3.547,0.123,0.648,143.148,alt-rock,Low,3.578666666666667,214,3,34,3:34,High
82188,4kBJKzHDMYlocOXDssdqNi,Flamin' Groovies,Groovies Greatest Grooves,Don't Put Me On,31,252346,False,0.631,0.593,-11.485,0.374,0.58,128.47,power-pop,Low,4.205766666666666,252,4,12,4:12,Medium
31016,1TQXIltqoZ5XXyfCbAeSQQ,Sasha Alex Sloan,Dancing With Your Ghost,Dancing With Your Ghost,80,197732,False,0.629,0.328,-8.284,0.103,0.389,74.953,electro,High,3.295533333333333,197,3,17,3:17,Low
13649,7KkjTunfXrZoG93el4plID,Mike Dunn,My House From All Angles,Acid Rush - Extended Vokal mixX,8,377360,False,0.787,0.897,-10.278,0.0935,0.629,124.992,chicago-house,Low,6.289333333333333,377,6,17,6:17,High
45133,3fIMrnu2RWhlQ7Gt3Y2849,Jerry Byrd,Hawaiian Summer: 50 Songs for a Hula Beach Party (Or for Drifting Away to Paradise in a Hammock),Beautiful Kahana,29,155293,False,0.396,0.233,-13.781,0.127,0.0966,131.923,guitar,Low,2.588216666666667,155,2,35,2:35,Low
98899,7lgkO0trbpO3S6Uy1qQ10u,Chess In Concert,Chess In Concert,Florence and Molokov,20,36386,False,0.689,0.277,-12.386,0.174,0.772,155.183,show-tunes,Low,0.6064333333333334,36,0,36,0:36,Low
97437,3xCKdkgo7V7WfCyCPvhtyz,Pixote,15 Anos (Ao Vivo),Brilho de Cristal / É de Arrepiar / Saudade de Nós - Ao Vivo,49,361600,False,0.534,0.846,-6.405,0.959,0.756,100.628,sertanejo,Medium,6.026666666666666,361,6,1,6:01,High
47102,46QazXxQS0B31CnbRCy8CV,Scorpions,Comeblack,Rock You Like a Hurricane - 2011,64,255573,False,0.587,0.891,-3.381,0.314,0.705,124.005,hard-rock,Medium,4.25955,255,4,15,4:15,High
102021,3dYD57lRAUcMHufyqn9GcI,Hozier,Hozier,Take Me To Church,83,241688,False,0.566,0.664,-5.303,0.116,0.437,128.945,songwriter,High,4.028133333333333,241,4,1,4:01,Medium
55136,5L70RGPJEdooqtrgR7vd6U,Pritam;Arijit Singh;Tulsi Kumar,Bhool Bhulaiyaa 2,Hum Nashe Mein Toh Nahin,63,238252,False,0.572,0.736,-7.768,0.128,0.778,85.035,indian,Medium,3.9708666666666668,238,3,58,3:58,High
87239,0kthROvKVawwpvLLJbDAtr,El Coyote Y Su Banda Tierra Santa,Se Tenia Que Decir Y Se Dijo,Se Tenia Que Decir Y Se Dijo,49,211341,False,0.564,0.485,-2.177,0.0468,0.921,82.376,r-n-b,Medium,3.52235,211,3,31,3:31,Medium
42048,2UaHvadRqKrUTabLgRdKSQ,Magrudergrind,Magrudergrind,Martyrs Of The Shoah,22,165746,False,0.258,0.936,-6.119,0.108,0.233,109.34,grindcore,Low,2.7624333333333335,165,2,45,2:45,High
26435,7wFjkGbkPOlcsSPnECnnSX,Oliver Wallace;Frank Churchill,Dumbo,"Circus Parade - From ""Dumbo""/Score",23,88426,False,0.629,0.76,-11.851,0.231,0.896,144.114,disney,Low,1.4737666666666667,88,1,28,1:28,High
95545,3dUmLHpb2EN7nWHTHT5Lxg,Gilberto Santa Rosa,40... y Contando (En Vivo Desde Puerto Rico),Me Volvieron A Hablar De Ella - En Vivo desde Puerto Rico,29,176706,False,0.477,0.882,-5.603,0.626,0.514,97.271,salsa,Low,2.9451,176,2,56,2:56,High
1993,4YkyEJKKgaB1HyHPOAmmMr,Los Amigos Invisibles,Live En Una Noche Tan Linda Como Esta Vol 2,Cuchi-cuchi,19,321541,False,0.566,0.778,-7.04,0.985,0.362,125.423,afrobeat,Low,5.359016666666666,321,5,21,5:21,High
63538,3532jwjYi6tiOpTRHjpr8j,Official HIGE DANdism,One-Man Tour 2021-2022 -Editorial-@Saitama Super Arena (LIVE),Midori no Amayoke - LIVE,23,241173,False,0.562,0.484,-14.558,0.69,0.458,94.94,j-rock,Low,4.01955,241,4,1,4:01,Medium
82007,6uYSPBL3Y2shKlqH52Rw4l,Jimmy Eat World,Emo Christmas 2022,Last Christmas,0,267493,False,0.532,0.842,-6.152,0.33,0.715,126.042,power-pop,Low,4.458216666666667,267,4,27,4:27,High
11438,1gwFfM7p668czVJkGJrQNe,John Lunn;Johannes Bornlöf,Refreshing Piano,"Downton Abbey Suite (From ""Downton Abbey"")",0,207882,False,0.416,0.0857,-23.241,0.0943,0.135,170.103,british,Low,3.4647,207,3,27,3:27,Low
46159,55dffpMdGWqvPYceW1Lit9,Anime,Detonate 2019,Detonate 2019,25,199666,False,0.547,0.998,-1.41,0.485,0.0381,180.007,happy,Low,3.3277666666666668,199,3,19,3:19,High
11340,2JHDQniFoDEKADCmnF4ntb,Lorne Balfe,Black Adam (Original Motion Picture Soundtrack),The JSA Fights Back,19,131959,False,0.337,0.744,-8.267,0.0813,0.094,133.92,british,Low,2.199316666666667,131,2,11,2:11,High
66212,6l8PVMHkToebBTlJacW6Fa,Secret Agent 23 Skidoo,Underground Playground,Bored is a Bad Word,16,223480,False,0.867,0.833,-5.634,0.0633,0.767,99.965,kids,Low,3.724666666666667,223,3,43,3:43,High
41423,1IE31z5SHJxEtTSXCFkL8L,Bad Cash Quartet,Midnight Prayer,Valentine,24,175626,False,0.516,0.657,-5.631,0.101,0.285,95.842,goth,Low,2.9271,175,2,55,2:55,Medium
46901,0O80ZB3Rsni14LhvAPUmkv,S3RL;Mixie Moon;Mc Offside,Friendzoned (feat. Mixie Moon & MC Offside),Friendzoned (feat. Mixie Moon & MC Offside),43,248167,False,0.546,0.99,-1.706,0.327,0.319,175.043,happy,Medium,4.136116666666667,248,4,8,4:08,High
18730,3Yl66c6Ia9qY1h3r5R5IIC,Jeff Foxworthy,The Redneck Test,Designated Drivers,21,150831,False,0.523,0.817,-12.668,0.861,0.617,106.107,comedy,Low,2.51385,150,2,30,2:30,High
100508,16JJiVvV0cBmo93lIivZKq,Strung Out,Twisted by Design (Reissue),Ultimate Devotion,35,126533,False,0.46,0.96,-5.157,0.285,0.359,109.165,ska,Low,2.1088833333333334,126,2,6,2:06,High
81148,3KeMulXbLDJBQdY5PZbGEh,A.R. Rahman;Shreya Ghoshal,Mimi (Original Motion Picture Soundtrack),Param Sundari,72,200218,False,0.815,0.761,-7.162,0.0272,0.82,121.999,pop,High,3.3369666666666666,200,3,20,3:20,High
61742,7yCP2A4xy9aqDvmofQCPEx,NMB48,難波愛~今、思うこと~ (Type-N),夢に色がない理由/Team N,19,255645,False,0.503,0.806,-3.979,0.581,0.394,139.958,j-idol,Low,4.26075,255,4,15,4:15,High
25111,34cmEDq5SNUTBwELbIiDeh,CHIC,Slow Down Soul,A Warm Summer Night,0,364853,False,0.591,0.569,-12.68,0.175,0.495,135.98,disco,Low,6.080883333333333,364,6,4,6:04,Medium
76768,5lyQFFQdGpqWbGYTXKbtJz,Amaury Vassili;Mike Brant,Amaury Vassili chante Mike Brant,Qui saura (feat. Mike Brant),20,212813,False,0.448,0.746,-6.319,0.129,0.461,78.856,opera,Low,3.546883333333333,212,3,32,3:32,High
8137,5E3WpecwN7XImHJJK8TcJw,Ella Fitzgerald,pov: you ride on santa's sleigh,White Christmas,0,181186,False,0.415,0.212,-15.848,0.325,0.338,92.988,blues,Low,3.0197666666666665,181,3,1,3:01,Low
102292,3Gdi12wIjkRZgQH47sD2e9,Tom Petty,Rock Workout 2023,Free Fallin',1,255680,False,0.619,0.504,-11.562,0.06,0.568,84.335,songwriter,Low,4.261333333333333,255,4,15,4:15,Medium
28203,6vWk151OrbHfKe4D6Z6tdV,ILLENIUM;Annika Wells,Crawl Outta Love,Crawl Outta Love,47,242011,True,0.376,0.723,-2.951,0.0815,0.167,84.146,dub,Medium,4.033516666666666,242,4,2,4:02,High
65557,4gkqGoKI311ayrtcvYaFTz,Jubin Nautiyal;Neeti Mohan,Romantic Hits By Jubin Nautiyal,"Bawara Mann (From ""Jolly Ll.B 2"")",49,216073,False,0.476,0.454,-8.334,0.313,0.344,84.991,k-pop,Medium,3.6012166666666667,216,3,36,3:36,Medium
1488,6kChpaCoPoh7WY84iSpWk9,Greatman Takit,Energy (Afropop Gospel Vol 1),Story,20,190546,False,0.845,0.849,-5.77,0.329,0.808,106.873,afrobeat,Low,3.1757666666666666,190,3,10,3:10,High
95043,3zccs0F6ZfNsbcNxkSFs6k,Eddie Santiago,La navidad es todo aquello que nos hace recordar...,Tú Me Haces Falta,0,279173,False,0.626,0.88,-2.935,0.208,0.908,161.639,salsa,Low,4.6528833333333335,279,4,39,4:39,High
54478,02gfe0xcLymHXarFnaNLnL,Ilkae,Pistachio Island,Sink Lateral,12,40893,False,0.678,0.401,-9.875,0.105,0.919,82.614,idm,Low,0.68155,40,0,40,0:40,Medium
59687,77xiA2qzH3Lte2wPV3EQWf,Martin Shamoonpour,Tehransaranieh,My Favorite Chaharshanbesuri,0,289440,False,0.625,0.548,-18.596,0.117,0.406,101.225,iranian,Low,4.824,289,4,49,4:49,Medium
65523,0Uju0OCAsVwlNSY0mQlGTb,Jagjit Singh,Kaifi Azmi Ki Kalam Se,Tum Itna Jo Muskura Rahe Ho,50,321311,False,0.375,0.331,-12.649,0.178,0.593,171.356,k-pop,Medium,5.355183333333334,321,5,21,5:21,Low
49638,6YtuqK0GShEo9edd4yI8rr,Wildstylez;Headhunterz,Project One,The Zero Hour,21,330106,False,0.622,0.906,-6.987,0.342,0.0615,149.882,hardstyle,Low,5.501766666666667,330,5,30,5:30,High
59276,1wkE3OwkzpEvf9CCxturAp,Najand,In the Night of Revolution,Despotism,0,369754,False,0.142,0.687,-0.487,0.33,0.0757,140.019,iranian,Low,6.162566666666667,369,6,9,6:09,Medium
102265,4dUOiTUovOCy91uztDlUp3,Prateek Kuhad,Favorite Peeps,Favorite Peeps,52,193733,False,0.611,0.525,-9.683,0.112,0.299,113.946,songwriter,Medium,3.2288833333333335,193,3,13,3:13,Medium
44799,6Wlq86hkyVkLVhpYvwHVBU,Everclear,So Much For The Afterglow,Why I Don't Believe In God,27,257137,False,0.522,0.845,-8.176,0.982,0.582,168.872,grunge,Low,4.285616666666667,257,4,17,4:17,High
112504,3KLsuhN1a1pnBruYVeOq3X,Kibariye,Yeniden,İllede Roman Olsun,40,232093,False,0.645,0.721,-5.222,0.0816,0.748,145.954,turkish,Low,3.8682166666666666,232,3,52,3:52,High
37406,1GW9HiviLL0kWgcKhzpfoE,Gaab;MC Hariel,Só Por Hoje,Só Por Hoje,50,193422,False,0.624,0.337,-11.117,0.106,0.614,179.994,funk,Medium,3.2237,193,3,13,3:13,Low
17379,3BP8hJTYC4PoL8TNTBtnbV,Glee Cast,Glee Love Songs,Let Me Love You (Until You Learn To Love Yourself) (Glee Cast Version),48,219040,False,0.401,0.177,-11.218,0.121,0.449,111.648,club,Medium,3.6506666666666665,219,3,39,3:39,Low
45505,3ciRi9v3G3MWMzTNE15WnT,Fredrik Johansson,Unspoken,Unspoken,46,149577,False,0.524,0.185,-14.393,0.11,0.434,80.658,guitar,Medium,2.49295,149,2,29,2:29,Low
